run_id,study,kind,L,U,g,lambda,accepted,mode,E_real,E_imag
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,118,1.308281136279588,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,119,1.3121376357673813,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,120,1.3391778089746056,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,121,1.362000650521881,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,122,1.375395480347912,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,123,1.3840843318299678,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,124,1.402888306399442,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,125,1.4182451268023286,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,126,1.4314169742583758,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,127,1.4398030866602212,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,128,1.4425907931263566,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,129,1.4487588756873198,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,130,1.453140048090081,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,131,1.506083084687533,0.0
conditioning_hermitian_reference_60183f0ca98b,conditioning,hermitian_reference,80,2.0,0.0,0.0,True,132,1.5710953830221608,0.0
