run_id,q,g,L,omega,center_ldos,edge_ldos,local_difference,G_1L_abs,G_L1_abs,stripped_1L_abs,covariance_error
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.78,0.0012441520831992,0.000683559689009,5.551115123125783e-17,1.2984335460700985e-18,7.089206955640192e-17,9.594198312645413e-18,3.1701561066546505e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.77,0.0012679053551749,0.000690129242156,1.1102569054260746e-16,3.421454714194382e-18,1.8680509781719123e-16,2.5281320823133017e-17,1.2697885919120785e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.76,0.0012937405346422,0.0006968749673244,5.584220101197091e-17,9.297332953837348e-18,5.076171795217081e-16,6.869851476634078e-17,2.4226755485906903e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.75,0.001322127407323,0.0007038140321126,2.6020852139652106e-18,2.6130544450654238e-17,1.426679386364572e-15,1.9308005884148515e-16,1.946859996371235e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.74,0.0013536968257604,0.0007109675273538,5.594315114139762e-17,7.622294896013728e-17,4.1616320032942754e-15,5.632156458923819e-16,3.0416076314403754e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.73,0.00138931402651,0.0007183618399083,1.115091260993919e-16,2.317118251944954e-16,1.2651036996422662e-14,1.7121316751477392e-15,4.6109277379826355e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.72,0.0014301944650427,0.000726030670146,2.220717083251841e-16,7.376654123908746e-16,4.0275166859977826e-14,5.450651114396985e-15,1.9928693359964876e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.71,0.0014780928766948,0.0007340180825641,2.7771969332047215e-16,2.473924021879725e-15,1.350716749171866e-13,1.8279963382161424e-14,1.6827690472995653e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.6999999999999997,0.0015356234297185,0.0007423832709407,5.204170427930421e-18,8.803850477701911e-15,4.806739492509443e-13,6.505214506633682e-14,2.0792643913901253e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.69,0.0016068249221899,0.0007512082838039,1.1143151226922295e-16,3.35445836121397e-14,1.8314722088549536e-12,2.4786281012536997e-13,3.2641963074655693e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.68,0.0016982062498662,0.0007606110945962,3.9020193679984207e-16,1.3840535148475682e-13,7.556676145754841e-12,1.0226849065130825e-12,5.705101313448898e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.67,0.0018207810057704,0.0007707688103909,3.3335590258932494e-16,6.273826433288866e-13,3.4253931688661806e-11,4.635765547052543e-12,5.7269225351889605e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.66,0.0019942319796813,0.0007819611330974,1.261258496534626e-16,3.182608010349241e-12,1.7376450964573538e-10,2.35164691293766e-11,9.40907176649778e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.65,0.0022557282535889,0.0007946561006245,4.597017211338539e-17,1.8490104278501215e-11,1.0095254875260884e-09,1.3662441778892312e-10,6.6916150045827444e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.64,0.0026777228997965,0.0008096840427657,2.878595766294059e-16,1.262211773448163e-10,6.891442778032262e-09,9.32655360273922e-10,6.1966944732561876e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.63,0.0033885432919844,0.0008285585280335,2.874044706601581e-16,1.0258088213555483e-09,5.60072639336919e-08,7.579758927774076e-09,5.3184876646265175e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.62,0.0044722729175008,0.0008536864777741,1.153297605929378e-16,9.337564282654644e-09,5.098137356485088e-07,6.899578631190634e-08,7.948744401788495e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.61,0.0054709897573956,0.0008865783708868,4.441434166503682e-16,7.376870306461266e-08,4.027634717672174e-06,5.450810852897804e-07,1.840301254512762e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.6,0.0057144220165275,0.0009241490441625,2.2530044628618934e-16,3.661586553082767e-07,1.9991585198455495e-05,2.705566845181868e-06,7.285324041915178e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.59,0.0054329756756955,0.0009619530461824,1.1364755910069911e-16,1.1154116061271184e-06,6.089941022003885e-05,8.241838931071616e-06,1.0317156827637566e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.58,0.0052767441817176,0.0009984255226993,1.115091260993919e-16,2.434609786769457e-06,0.0001329251904101,1.798946829344511e-05,8.744701667188378e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.57,0.0048993638852683,0.0010330332327508,4.441739050683927e-16,4.317521762734479e-06,0.0002357287009731,3.1902410513199016e-05,5.9179567694360436e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.56,0.0044989960579786,0.0010670867466843,3.368447077129922e-16,6.725194015943459e-06,0.0003671831518844,4.969283585999893e-05,4.737260358052548e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.55,0.004574111235065,0.0010991119907739,3.4021815010030383e-16,9.569436982365777e-06,0.0005224735560959,7.070910669788236e-05,5.6306662155611905e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.54,0.0046408939642736,0.0011323843738712,1.1188630228279524e-16,1.2860766325161126e-05,0.0007021740493623,9.502892385185375e-05,1.2206099422751553e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.53,0.0041829727143503,0.0011613250862597,3.91821004997825e-16,1.640585648157449e-05,0.0008957294136032,0.0001212237938933,6.097718479457457e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.52,0.0038369578846766,0.0011975567293987,2.227212004505268e-16,2.048680814918552e-05,0.0011185418250294,0.0001513781747023,8.06409755487221e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.51,0.0039425630266808,0.0012211397551929,6.059128614320848e-17,2.4479323941873055e-05,0.0013365258012883,0.0001808790978703,5.676840326107987e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.5,0.004352189521323,0.0012596605121494,3.898306166456213e-16,2.9202227456342246e-05,0.0015943875959633,0.0002157768968886,5.265853783786422e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.49,0.0043372170909236,0.0012888500894917,5.004699776541027e-16,3.393025848039723e-05,0.001852529343176,0.0002507125833628,8.450885644018343e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.48,0.0038170665018584,0.0013103632770375,1.3877787807814457e-17,3.8423391750170485e-05,0.002097846107558,0.0002839125971531,9.002418832140525e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.47,0.0034920802018815,0.001360614882228,1.121146830377931e-16,4.4485065949175833e-05,0.0024288023049273,0.000328702647863,1.1543485233664143e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.46,0.0035145432559218,0.0013791567070242,1.6782945342419286e-16,4.935179173349865e-05,0.00269451652947,0.0003646631577015,3.705183968485056e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.4499999999999997,0.0038891117133853,0.0014000547268277,3.3343262483639976e-16,5.4240709353943574e-05,0.0029614423872107,0.000400787644262,6.868084469174873e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.44,0.0043868778441804,0.0014627435624852,2.224778631027185e-16,6.176691152391775e-05,0.0033723591024667,0.0004563991743079,7.440871898624921e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.43,0.0042505243146492,0.0014793987042275,1.1123893155135927e-16,6.703647727362696e-05,0.0036600676438789,0.0004953362912495,3.696121563390059e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.42,0.003701644992825,0.0014862956368296,2.230182521987838e-16,7.142840404635084e-05,0.0038998587207506,0.0005277884845555,5.4023675719878765e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.41,0.0033853869665836,0.0015589690574424,9.720644932127641e-17,8.028515988371955e-05,0.0043834212047663,0.0005932315502924,1.3159734169278012e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.4,0.0033400488831874,0.0016008956139213,3.332881918221405e-16,8.77399870178763e-05,0.0047904409751081,0.0006483156861945,1.0239129767760182e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.39,0.003539020813807,0.0015811299496061,5.553824967135428e-16,9.066118128903876e-05,0.004949932778201,0.00066990055454,4.489692841581405e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.38,0.0040458230186774,0.0016313319659862,3.90447681719846e-16,9.842567935073084e-05,0.0053738600083053,0.0007272728662979,1.164856293014278e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.37,0.0045642733155434,0.0017285548679863,1.694355134956135e-16,0.0001104446263731,0.006030072281075,0.0008160815400965,5.6163357678333155e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.36,0.004337246453038,0.0017225950465035,2.2422936607558627e-16,0.0001150083627187,0.0062792438427827,0.0008498032439747,4.5833839735990264e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.35,0.0037701136768825,0.0017019824291239,2.949029909160572e-17,0.0001175638293154,0.006418767591435,0.0008686857300168,3.940670968381271e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.34,0.0034581985053032,0.0017920746949818,3.941297845595826e-16,0.0001294242445193,0.0070663243201921,0.0009563230033149,7.30517754897913e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.33,0.0033891342285433,0.0018995968971526,3.642919299551295e-17,0.0001437087829651,0.0078462336934101,0.0010618722592383,8.800321305606922e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.32,0.003465501439933,0.0018620204050665,1.6782945342419286e-16,0.0001458444019625,0.0079628345398454,0.0010776524678162,6.0317566341925194e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.31,0.0037632504436299,0.0018348165353949,6.667118051786499e-16,0.0001476357401919,0.008060638293257,0.0010908887664858,6.0262137528258945e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.3,0.0043621771631883,0.0019452745028725,1.1739862079479962e-16,0.0001623640968737,0.0088647793211072,0.0011997174202521,9.64628989575818e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.29,0.0048809672542997,0.0020852167855549,1.6743451780617611e-16,0.0001808969486161,0.0098766387410822,0.00133665770145,1.3117492241851304e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.28,0.0045756592737991,0.0020418638122017,1.153297605929378e-16,0.0001828210436862,0.0099816907723967,0.0013508749478625,1.2209384072830354e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.27,0.0039936411131807,0.0019787669647432,3.90447681719846e-16,0.0001810851651642,0.009886915016414,0.0013380484440827,4.5019204237063016e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.26,0.0036879557805378,0.0020737018709408,1.1739862079479962e-16,0.0001951254802289,0.0106534902448322,0.0014417931197428,3.6851739215511806e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.25,0.0036266691368256,0.0022696479774398,2.2237639395331597e-16,0.0002204619330557,0.0120368136975774,0.0016290055910279,3.9778298311142426e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.24,0.0036616775248372,0.0022862582486139,2.230182521987838e-16,0.0002289385552602,0.012499621588468,0.0016916398280258,7.893229875956439e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.23,0.0038033582838662,0.0021648533056446,1.1114420827879992e-16,0.0002216006967919,0.0120989880908958,0.0016374199801578,5.992892763242024e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.22,0.0041956266303524,0.0021838079013971,1.1103585416259206e-16,0.000227850465286,0.0124402138888078,0.0016835998701658,3.133697369276988e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.21,0.0048861731919611,0.0023909845362187,3.368447077129922e-16,0.0002557571947139,0.0139638696890469,0.0018898042594463,6.1988560302295e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.1999999999999997,0.0053698914534476,0.0025724429838519,3.335183523443879e-16,0.0002821171224375,0.015403072977764,0.0020845792441598,4.270110032399891e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.19,0.0049639773071005,0.002461317501642,2.2399438456538504e-16,0.0002773579480624,0.0151432308611995,0.0020494134377178,3.372576267880811e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.18,0.004378528540475,0.0023441665884758,1.1487223069389171e-16,0.0002686330425846,0.0146668671628982,0.0019849446216846,7.4476479853917e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.17,0.00409519397601,0.0024410721034701,1.140308571841497e-16,0.0002845258772238,0.0155345865329777,0.0021023776684042,7.26602624905675e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.16,0.0040636074962975,0.0027285924196145,1.3877787807814454e-16,0.0003239434505855,0.0176867131173234,0.0023936363292576,4.097515926187521e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.15,0.0041192294438697,0.002875526674155,7.7809261343382525e-16,0.000348758452387,0.019041566308756,0.0025769957696642,8.390310719063144e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.14,0.004186958235399,0.0026875672679427,1.1295700899707568e-16,0.0003346449885875,0.0182709972947427,0.0024727105938994,3.191279530546429e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.13,0.0044171991779619,0.0025691874871977,3.331075624877762e-16,0.0003245416063809,0.0177193713171854,0.0023980561359859,2.9548688877646727e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.12,0.00494203833146,0.0027077099200968,5.030698080332741e-17,0.0003466627037491,0.0189271423101913,0.0025615101654094,7.262100319473693e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.11,0.0057364486846151,0.003061844573833,1.1443916996305594e-16,0.0003967288868206,0.0216606632851152,0.0029314520007839,3.675345481950329e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.1,0.0060846978156225,0.0032377421763148,2.220717083251841e-16,0.0004269061430235,0.0233082856468709,0.0031544334397791,8.928933210503262e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.09,0.0055386641501402,0.0030018237676571,4.463737109295438e-16,0.0004069520702566,0.0222188301881692,0.003006991676702,5.0472429280641336e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.08,0.0049875125851053,0.0028355363362701,1.214306433183765e-16,0.0003900082618369,0.0212937295939375,0.0028817929257593,3.3661382991624563e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.07,0.0047653103440007,0.0029600090743929,2.2259280555512065e-16,0.0004111660866362,0.0224489076867066,0.003038129280133,8.428620868134815e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.06,0.0047953429719788,0.0033626382456599,3.350532060718254e-16,0.0004703325729754,0.0256792883847909,0.0034753137668703,6.021909617518785e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.05,0.0049121873615641,0.0036783743091892,3.38871026991227e-16,0.0005195235538218,0.0283650249373154,0.0038387886839051,5.5150139084079175e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.04,0.0049691845673819,0.0034536946861005,5.56305561004258e-16,0.0005022679643783,0.027422901675972,0.0037112861654874,6.790309592759444e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.03,0.0051173902093183,0.0031773187120332,3.4094267730209737e-16,0.0004709707789874,0.0257141332523863,0.0034800295068956,4.610132035742615e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.02,0.0055146287996435,0.0032098434371839,2.306595211858756e-16,0.0004795340753076,0.0261816733896508,0.0035433041837968,4.047545061181076e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.01,0.0062549606453022,0.0035904079601002,5.575456304969596e-16,0.0005386705831066,0.0294104173148998,0.0039802671574189,3.6845377207354275e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-2.0,0.0071072157520116,0.0041167109797355,7.812421112807908e-16,0.0006174071554001,0.0337092885020731,0.0045620561071327,4.4681783118239705e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.99,0.0071046674933506,0.004100759236855,4.451856111102413e-16,0.0006287566534843,0.0343289501012787,0.0046459181851721,2.2815164554980634e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.98,0.0064467100493663,0.0036882952588189,2.230182521987838e-16,0.0005822675781112,0.0317907325891544,0.0043024077992526,2.8890736321120756e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.97,0.0060199544734947,0.0035291407966505,5.552849575635886e-16,0.000563122029464,0.030745421051646,0.0041609402662534,2.611630257503184e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.96,0.0059308328257366,0.0037656697517003,2.265790592267349e-16,0.0006029848293622,0.0329218561812317,0.004455488730962,4.341388226110368e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.9499999999999995,0.0060837418372027,0.0043730184874984,5.898059818321144e-17,0.0006971969636749,0.0380656644253762,0.0051516274765981,1.9188454031689596e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.94,0.0062976166309789,0.004849113730591,2.224778631027185e-16,0.0007740063431997,0.0422593144526234,0.0057191762908308,3.76044608804158e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.9299999999999995,0.006384350568836,0.0045211186536286,6.938893903907227e-17,0.0007453339612459,0.0406938554409033,0.0055073144520844,1.0745566163119891e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.92,0.0065306737048047,0.0040738608302877,1.8596365118996586e-16,0.0006880966947929,0.0375688065796164,0.0050843850793139,7.378208124116997e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.91,0.0069160617369608,0.004029202091015,2.9893669801409083e-16,0.0006845761538363,0.0373765915562703,0.005058371604687,2.7064604623777243e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.9,0.0076436518130284,0.0044488872965936,7.836420099956501e-16,0.0007547546929186,0.0412082099621909,0.0055769247669069,3.2115884046618308e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.89,0.0086890321148868,0.0052498072500407,3.337167946540778e-16,0.0008805047603048,0.0480739310080194,0.0065060990692677,4.191548982768613e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.88,0.0092390725995037,0.0056427323428546,5.561946577567963e-16,0.0009514058966879,0.051945001889789,0.0070299915434809,2.2101714170819167e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.87,0.0087392041688787,0.0051066089206505,4.467376080957674e-16,0.0008935396089209,0.0487856096284217,0.0066024142969332,9.306767014612784e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.86,0.0082182579615391,0.0046295456127265,2.498242727604723e-16,0.0008275715365154,0.0451838749138322,0.0061149725091911,4.2629014695311e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.85,0.0080828298249516,0.0046536056801533,6.713178136967714e-16,0.0008342803506746,0.0455501637558375,0.0061645443133703,3.645213414885956e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.84,0.0082645365844844,0.0052214335746117,2.3263411494723067e-16,0.0009305379501262,0.050805650612525,0.0068757971156664,5.105405887625093e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.83,0.0086636881633012,0.0062204980872442,7.805638826957435e-16,0.0010901946822383,0.0595226128261859,0.0080555096658151,3.521232069938786e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.82,0.0090174800735854,0.0066485279136614,3.441754329436769e-16,0.0011713089600271,0.0639513023347272,0.0086548676148205,6.858556504135382e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.81,0.0091961568619031,0.0059645779968737,4.489550152768946e-16,0.0010933621292736,0.0596955495746423,0.0080789141096494,7.407484339946785e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.7999999999999998,0.009497183703213,0.0053903932354681,4.207196203546245e-16,0.0010100156775047,0.0551449874962323,0.0074630625018821,6.677303210599037e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.79,0.0100809798818562,0.0054124998890105,2.2377260456559053e-16,0.0010154513962955,0.0554417676863098,0.0075032273329652,5.6413818259324295e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.7799999999999998,0.0110476745114223,0.0060741473027863,1.3353179736535836e-15,0.0011296885323333,0.0616789039790561,0.0083473319397293,2.171507244555404e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.77,0.0123971672845246,0.0072996475008367,1.0053497077208614e-15,0.0013295836854835,0.0725928095416519,0.009824368440261,5.4452573691869535e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.7599999999999998,0.0133046808061401,0.007994542528664,6.403362282114315e-16,0.0014538531795023,0.079377694020631,0.0107426027029512,3.775043057622342e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.75,0.0130563500047896,0.0072359403786172,5.572324966150415e-16,0.0013698431064219,0.0747908994462935,0.0101218475600851,4.649144279067545e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.7399999999999998,0.0127479719049255,0.0064554910017919,5.586132823692449e-16,0.0012544799957777,0.06849228702305,0.0092694230637878,3.5962547564082066e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.73,0.0128905628999735,0.0063750569419704,6.777420539824541e-16,0.0012405098216251,0.0677295413586792,0.0091661966632626,3.920867646024691e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.7199999999999998,0.0134246593952606,0.0070496077780859,7.000033757780904e-16,0.0013582773631873,0.0741594312619266,0.0100363876344989,2.7763795012438164e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.71,0.0142773160630078,0.0084890887778117,8.564967692975252e-16,0.0015987757762334,0.0872901997001523,0.0118134439002006,5.535204130434896e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.6999999999999995,0.0152291681368728,0.0097455867017182,7.330638462866986e-16,0.0018097921414304,0.0988113028666271,0.0133726556604336,4.8619558927891855e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.69,0.0159462114764559,0.0091487901179263,3.4694469519536136e-17,0.0017581593912456,0.0959922502254131,0.0129911383727761,2.912253490409777e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.6799999999999995,0.0167118885213726,0.0080395991629595,7.711855592701269e-16,0.001597173093016,0.0872026961613895,0.0118016015839978,2.200616476864148e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.67,0.017825742654197,0.0077132594151856,4.787836793695989e-16,0.0015377867678992,0.0839603126727473,0.0113627926962008,3.1847279168627404e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.66,0.0193945118917459,0.0082936041696073,3.189627710442956e-16,0.0016361982376866,0.0893333968651799,0.0120899605672378,2.769928517421996e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.65,0.0215456524080596,0.0098538664414219,3.7760080981483635e-15,0.0019021623461893,0.1038545451646412,0.0140551842852663,4.38013902903967e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.64,0.0240521946668184,0.0118665416469294,9.322940436911303e-16,0.002231905890968,0.1218579326949336,0.0164916778358969,2.8365135421688584e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.63,0.0256969945747683,0.0120173093918634,4.90457592513324e-16,0.0022976890431857,0.1254495711093657,0.0169777532379974,3.618053850726404e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.62,0.0266598217088196,0.0105741566839323,1.5604953770143702e-15,0.0021005378684721,0.1146854816931426,0.0155209921480688,2.9230779840808746e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.61,0.0281983578030142,0.0098036800742336,1.5700924586837753e-15,0.0019624327929863,0.1071452000614293,0.014500525997757,2.5909680108356127e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.6,0.0305635750966244,0.0101647073393676,1.2475351650592159e-15,0.0020090313725696,0.1096893963008505,0.0148448455164285,3.2878018164820077e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.59,0.033761448942071,0.01172785869725,3.5566146649215975e-15,0.0022704228153051,0.1239608855087057,0.016776281550582,2.846349929043226e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.58,0.0378474450890352,0.0144312193332947,9.930136612989092e-16,0.0027104575659638,0.1479859688449665,0.020027723008678,4.076156345570701e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.5699999999999998,0.042642109213302,0.0161905169294485,1.903838269217419e-15,0.0030104956443414,0.1643674928638835,0.0222447212016255,4.066391569386227e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.56,0.0480687553119722,0.0149538610801174,2.663523144848721e-15,0.0028638761044276,0.1563623372258809,0.0211613411960032,5.026797039476057e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.5499999999999998,0.0549658609409626,0.0135694071175958,5.18851122795786e-15,0.0026201604861833,0.1430559153355525,0.01936051282061,4.373348191552529e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.54,0.0641796335442412,0.0136257999940286,3.9983445677392005e-15,0.0025727081417472,0.1404651051146058,0.0190098847855458,4.437128703709465e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.5299999999999998,0.0766697439829281,0.0152518638802209,1.6488307097749673e-15,0.0027951853974283,0.1526119516992471,0.02065378170851,3.840631891783103e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.52,0.0939731511769125,0.0186551613558943,6.060638241914243e-15,0.0033083930277441,0.180632138897384,0.0244459016793125,3.958627326425996e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.5099999999999998,0.1181792566348549,0.0228423695358908,1.1801832636420706e-15,0.0039222063443449,0.2141452104494954,0.0289814027099466,4.090318569237785e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.5,0.1522431677562265,0.0238055431474231,3.9283700765566935e-15,0.0040578704124319,0.2215522175930142,0.0299838321196506,6.143806886384891e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.4899999999999998,0.2047341226587376,0.0226141166639243,8.005932084973442e-15,0.0037568764142261,0.2051185021198966,0.0277597705814661,6.340500473695081e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.48,0.2930707850255702,0.0234233296512138,3.3820826609804605e-15,0.0035820323169438,0.1955723378640694,0.0264678377380806,1.0230455670868071e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.4699999999999998,0.4454366829682432,0.0274675329550534,9.441466109136563e-15,0.0037549398471558,0.2050127691404471,0.0277454611787446,9.676471146626071e-15
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.46,0.6758161526609284,0.0356856248550016,1.2786376445539788e-14,0.0043418460852502,0.237056763983317,0.0320821442968368,1.42967480098241e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.4499999999999995,0.8750717319232182,0.0479612934926738,5.694394393533845e-14,0.0052543978611043,0.2868804027544054,0.0388250405618012,1.8548522372502633e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.44,0.9061935063019314,0.0582135805527112,3.295249665862547e-14,0.005715758474754,0.3120698387578366,0.0422340600178962,1.8375489285341476e-14
green_green_084a8dc87a97,2.0,0.02531645569620253,80,-1.4299999999999995,0.8402518313117452,0.0621100590457788,5.879320177757582e-14,0.0051965543535233,0.2837222542490606,0.0383976316393265,2.381008972939877e-14
