run_id,study,kind,L,U,g,lambda,accepted,j,delta_plus_abs,delta_minus_abs,P_real,P_imag,density
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,14,1.974868953156458,0.06094650137593198,0.12036135337083542,0.0,0.8030385250303389
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,15,4.110499890880419,0.03155508379814147,0.12970716850898298,0.0,0.8350479102467939
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,16,7.998351856289643,0.015273529259366345,0.12216306110374699,0.0,0.7884044193443085
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,17,15.899934572683504,0.007552633876439944,0.1200863844868281,0.0,0.8418902377268492
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,18,34.11929898950997,0.004031506772682942,0.1375521849554037,0.0,0.8025851890085216
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,19,57.09918574637866,0.001678268364983095,0.09582775710444096,0.0,0.7862501306614309
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,20,146.01626231159022,0.0010675713728108857,0.15588278160869876,0.0,0.9152600965543659
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,21,196.9915320947639,0.00035826752975604573,0.07057566958644987,0.0,0.633605413049388
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,22,470.3871987188903,0.00021280390085748506,0.10010023080080487,0.0,1.1425211828988062
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,23,944.9299092321098,0.00010633785243288914,0.10048181724734742,0.0,0.41737366921502433
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,0,1.947645705364305e-06,51591.4249550602,0.10048181724734784,0.0,0.41737366921502483
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,1,5.51900270925481e-06,18137.376637439804,0.10010023080080517,0.0,1.1425211828988064
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,2,1.3156713636661503e-05,5364.232401455359,0.0705756695864492,0.0,0.6336054130493848
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,3,5.551314632997773e-05,2808.033626523548,0.15588278160869976,0.0,0.9152600965543645
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,4,0.00012357177403375224,775.4825715965375,0.09582775710444043,0.0,0.786250130661428
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,5,0.0004203240279081342,327.25272842471907,0.1375521849554047,0.0,0.8025851890085205
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,6,0.0011149983019208012,107.70095728392991,0.12008638448682658,0.0,0.8418902377268469
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,7,0.003192817720725954,38.26183383747062,0.12216306110374811,0.0,0.7884044193443092
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,8,0.009340347025420939,13.886761183066413,0.12970716850898534,0.0,0.8350479102467895
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,9,0.025544735165177253,4.711787090081581,0.12036135337083516,0.0,0.8030385250303385
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,10,0.07494050674508808,1.714933079196719,0.12851795398891638,0.0,0.8207284746098089
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,11,0.20907183578514235,0.5935706019854297,0.12409889542518585,0.0,0.8132947607981156
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,12,0.5935706019854292,0.20907183578514218,0.12409889542518565,0.0,0.8132947607981098
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,13,1.714933079196736,0.07494050674508883,0.12851795398891896,0.0,0.8207284746098109
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,14,4.711787090081586,0.02554473516517728,0.12036135337083542,0.0,0.8030385250303389
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,15,13.88676118306629,0.009340347025420855,0.129707168508983,0.0,0.8350479102467939
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,16,38.26183383747044,0.003192817720725939,0.12216306110374699,0.0,0.7884044193443085
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,17,107.70095728393059,0.001114998301920808,0.1200863844868281,0.0,0.8418902377268492
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,18,327.2527284247179,0.00042032402790813275,0.1375521849554037,0.0,0.8025851890085216
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,19,775.4825715965397,0.0001235717740337526,0.09582775710444097,0.0,0.7862501306614309
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,20,2808.033626523539,5.551314632997756e-05,0.15588278160869878,0.0,0.9152600965543659
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,21,5364.232401455383,1.3156713636661564e-05,0.07057566958644985,0.0,0.633605413049388
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,22,18137.376637439775,5.5190027092548015e-06,0.10010023080080485,0.0,1.1425211828988062
conditioning_high_precision_fdd50e8d60b7,conditioning,high_precision,24,2.0,0.5217391304347826,0.0,True,23,51591.4249550601,1.9476457053643007e-06,0.10048181724734742,0.0,0.41737366921502433
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,0,0.00010616335644953641,943.3793186386539,0.1001523148717562,-1.6935705560044303e-17,0.4068051974223844
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,1,0.0001337923112490586,792.9140520210767,0.10608580364175614,-2.783506102609352e-17,1.1297063931565363
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,2,0.00013394500175551075,529.4253329273129,0.07091387714836078,-1.9494371393760802e-17,0.6322342418812562
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,3,0.00024551860931292007,647.2109694323351,0.15890233714709373,1.6335156250093996e-18,0.8873722697035931
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,4,0.00023725339128443247,417.11627047177956,0.09896224972934428,-3.2897998696601357e-18,0.7905065646667015
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,5,0.00034032377472418526,399.0434983706787,0.13580398964465365,4.455013226477468e-18,0.7820787010499658
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,6,0.0003978868196387791,311.1506771443486,0.12380275335741743,-1.818585994812913e-17,0.8362260743822805
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,7,0.00048321557825828896,252.02021182122576,0.12178009238797008,-1.0356579864776391e-17,0.7786332038723021
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,8,0.0006143469729146165,213.69355097331254,0.13128198617182985,-1.7258796541723826e-17,0.8203612176757797
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,9,0.0007253570778471731,168.27236326250886,0.12205754969853143,-1.8998667582011307e-18,0.7986049665946693
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,10,0.0009125693827930351,141.19199758797362,0.1288474940941728,-5.630995492853646e-18,0.8039816820779371
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,11,0.0011030015844717342,113.81606668695133,0.12553930189404788,-2.4800973530960084e-17,0.8080787297962329
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,12,0.001354498347558013,93.21572120512606,0.12626054033877168,-1.316329086802218e-17,0.800680832508333
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,13,0.0016640754022557865,76.37776283494375,0.12709835641295608,-1.7938090911101624e-17,0.8074218047361992
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,14,0.002027307678600495,62.05786716680065,0.12581039062482452,-1.2380057193020339e-17,0.8030612924688545
conditioning_raw_7ef6e66d0229,conditioning,raw,80,2.0,0.10126582278481013,0.0,True,15,0.0024937423491381383,50.91104466617902,0.12695902812291396,-6.042799602817831e-18,0.8049199749623099
