L_first,g_first,L_second,g_second,gL,common_chi_min,common_chi_max,mean_abs_log10_difference,max_abs_log10_difference
20,0.1,40,0.05,2.0,7.38905609893065e-12,7.38905609893065,1.1157000093198517,2.377154338621189
