run_id,kind,L,U,filling,g,target_g,lambda,chi,status,message,accepted,s_min,metric_violation
generalization_branch_trial_004287ebfc66,branch_trial,40,1.0,0.8,0.1,0.1,0.010161187012357312,0.5547820130155211,SUCCESS,SUCCESS,True,0.9999930553289711,0.07167711049721798
generalization_branch_trial_0088aafdbfcd,branch_trial,40,1.0,0.8,0.05,0.05,0.09677022494562498,0.7150406208293613,FAILED,NO_SCF_CONVERGENCE,False,0.999999920686955,0.09797269782105364
generalization_branch_trial_00be93b70569,branch_trial,40,1.0,0.8,0.05,0.05,0.1,0.7389056098930651,FAILED,NO_SCF_CONVERGENCE,False,0.9990401462652336,0.10401073435390888
generalization_branch_trial_00ebd45ca27f,branch_trial,40,1.0,0.8,0.05,0.05,0.096317867602654,0.7116981270453854,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999243,0.09723436435397408
generalization_branch_trial_01acaa5e17cb,branch_trial,40,1.0,0.8,0.05,0.05,0.1,0.7389056098930651,FAILED,NO_SCF_CONVERGENCE,False,0.9999923132458378,0.10328203409943243
generalization_branch_trial_01d78066e51f,branch_trial,20,3.0,0.8,0.1,0.1,0.0007262917501736235,0.0053666104862234295,SUCCESS,SUCCESS,True,0.9999999925860902,1.3019491375071786e-05
generalization_branch_trial_0236ab628fcd,branch_trial,40,1.0,0.8,0.05,0.05,0.09632022555408883,0.7117155500808159,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999806839,0.09723828489710311
generalization_branch_trial_028ba263cd2a,branch_trial,20,3.0,0.8,0.1,0.1,0.00035938136638046403,0.002655489077095598,SUCCESS,SUCCESS,True,0.9999999939180699,3.1066612335484912e-06
generalization_branch_trial_029e2800c09d,branch_trial,40,1.0,0.8,0.05,0.05,0.09638155252882402,0.712168698537512,FAILED,NO_SCF_CONVERGENCE,False,0.9999999783633949,0.09733825532338652
generalization_branch_trial_02a4442dc6b6,branch_trial,40,1.0,0.8,0.05,0.05,0.09631745132884988,0.7116950511748943,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999993,0.09723370312082442
generalization_branch_trial_02ea0d4e3252,branch_trial,40,1.5,0.8,0.05,0.05,0.00035938136638046403,0.002655489077095598,SUCCESS,SUCCESS,True,0.99999997623774,6.706917354839492e-05
generalization_branch_trial_02ecc439f645,branch_trial,20,2.0,1.0,0.1,0.1,0.005994842503189421,0.04429622756032048,SUCCESS,SUCCESS,True,0.9999949946428477,0.0005356014184902547
generalization_branch_trial_02f944be56db,branch_trial,40,1.0,0.8,0.05,0.05,0.1,0.7389056098930651,FAILED,NO_SCF_CONVERGENCE,False,0.9999922830079243,0.10328203409935051
generalization_branch_trial_0412ed6efcda,branch_trial,48,2.0,1.0,0.05,0.05,0.005994842503189421,0.06608220628682401,SUCCESS,SUCCESS,True,0.999960068506599,0.005243145001591765
generalization_branch_trial_048b25bdab1b,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742828713262,0.7116948809183529,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999994,0.09723372588317089
generalization_branch_trial_04a9fe0f223f,branch_trial,20,1.5,0.8,0.1,0.1,0.00035938136638046403,0.002655489077095598,SUCCESS,SUCCESS,True,0.9999999077867437,0.00018521088173758873
generalization_branch_trial_050e94ea717c,branch_trial,40,1.0,0.8,0.05,0.05,0.09631753318340432,0.711695656002789,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999959,0.09723386905408138
generalization_branch_trial_05498256352e,branch_trial,40,1.0,0.8,0.05,0.05,0.09637390794023441,0.7121122122435701,FAILED,NO_SCF_CONVERGENCE,False,0.999999998765972,0.09732578541207029
generalization_branch_trial_05fd0fbbd0f1,branch_trial,40,1.0,0.8,0.05,0.05,0.09814144071925841,0.7251726111044773,FAILED,NO_SCF_CONVERGENCE,False,0.9999987123490441,0.1002190388264389
generalization_branch_trial_060be070ca25,branch_trial,40,1.0,0.8,0.05,0.05,0.09637391048621544,0.7121122310559668,FAILED,NO_SCF_CONVERGENCE,False,0.9999999987659741,0.09732581043285465
generalization_branch_trial_062728848474,branch_trial,24,2.0,1.0,0.1,0.1,4.641588833612792e-09,5.116505239933034e-08,SUCCESS,SUCCESS,True,0.9999999999999997,2.440231435773374e-10
generalization_branch_trial_06501b1299ca,branch_trial,40,1.0,0.8,0.05,0.05,0.09722515554769258,0.718402128569159,FAILED,NO_SCF_CONVERGENCE,False,0.9999996812072038,0.0987165956183735
generalization_branch_trial_07998f1c484f,branch_trial,48,2.0,1.0,0.05,0.05,0.0029663488391777374,0.032698586460767676,SUCCESS,SUCCESS,True,0.9999973789646398,0.001329592915837162
generalization_branch_trial_07f9360d46d0,branch_trial,40,1.0,0.8,0.05,0.05,0.09631830887228905,0.7117013876114736,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999996988,0.09723513310306524
generalization_branch_trial_087ab4694cdb,branch_trial,40,2.0,1.2,0.05,0.05,0.012115276586285901,0.08952045835012755,SUCCESS,SUCCESS,True,0.999986269524771,0.004282769970750316
generalization_branch_trial_0887f299fd72,branch_trial,80,1.5,0.8,0.025,0.025,4.641588833612792e-09,3.4296960279735006e-08,SUCCESS,SUCCESS,True,0.9999999999999996,6.801238276222412e-12
generalization_branch_trial_08d95b2616d0,branch_trial,40,1.0,0.8,0.05,0.05,0.0963174297881975,0.7116948920098055,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999997,0.09723372943165867
generalization_branch_trial_08e5b9b0ab6c,branch_trial,24,1.0,0.8,0.1,0.1,2.782559402207126e-10,3.0672643080141817e-09,SUCCESS,SUCCESS,True,0.9999999999999993,6.497013513123308e-10
generalization_branch_trial_09153324c938,branch_trial,40,2.0,1.0,0.1,0.1,0.00017782794100389284,0.009709076603015662,SUCCESS,SUCCESS,True,0.9999999936833666,5.025063178415684e-05
generalization_branch_trial_091581128983,branch_trial,24,1.0,0.8,0.1,0.1,0.1,1.1023176380641606,FAILED,COMPLEX_DENSITY: unprojected density imaginary part 1.157161e-02 exceeds tolerance 1.000000e-10,False,0.0,0.6086040059686576
generalization_branch_trial_09a57bfd68c2,branch_trial,40,1.0,0.8,0.05,0.05,0.09631753685199078,0.7116956831101802,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999962,0.0972338630553585
generalization_branch_trial_09b5df2c7723,branch_trial,20,1.0,0.8,0.1,0.1,1e-12,7.38905609893065e-12,SUCCESS,SUCCESS,True,0.9999999999999997,5.922719117382697e-07
generalization_branch_trial_09c56856d6fe,branch_trial,40,1.0,0.8,0.05,0.05,0.09636273359430382,0.7120296443746201,FAILED,NO_SCF_CONVERGENCE,False,0.9999999987585112,0.09730755317615904
generalization_branch_trial_09e4a12ef26b,branch_trial,20,2.5,0.8,0.1,0.1,0.04948168092155145,0.36562291619873016,SUCCESS,SUCCESS,True,0.9991794663878033,0.04155511117300724
generalization_branch_trial_0a1420ab101f,branch_trial,96,1.5,0.8,0.025,0.025,0.00035938136638046403,0.003961524189527838,SUCCESS,SUCCESS,True,0.9999999839184786,8.820961992029493e-06
generalization_branch_trial_0a26a833ee8c,branch_trial,40,1.0,0.8,0.05,0.05,0.09643042775836631,0.7125298403504481,FAILED,NO_SCF_CONVERGENCE,False,0.9999999950609075,0.09741798159062127
generalization_branch_trial_0a3b5340d2a9,branch_trial,40,1.0,0.8,0.05,0.05,1e-12,7.38905609893065e-12,SUCCESS,SUCCESS,True,0.9999999999999994,8.14208731847415e-07
generalization_branch_trial_0a8cdadf9d5d,branch_trial,40,2.0,1.0,0.1,0.1,8.799225435691092e-05,0.004804214305133212,SUCCESS,SUCCESS,True,0.9999999996687555,1.129109769453653e-05
generalization_branch_trial_0a9da5fd497b,branch_trial,40,1.5,0.8,0.05,0.05,0.1,0.7389056098930651,SUCCESS,SUCCESS,True,0.9982650256231647,0.09809181864993848
generalization_branch_trial_0aceba9245b9,branch_trial,20,2.5,0.8,0.1,0.1,2.782559402207126e-10,2.056048752151539e-09,SUCCESS,SUCCESS,True,0.9999999999999993,2.287536130474518e-13
generalization_branch_trial_0b2490a035d3,branch_trial,20,3.0,0.8,0.1,0.1,7.742636826811277e-08,5.721077786695493e-07,SUCCESS,SUCCESS,True,0.9999999999999994,4.257686343050667e-12
generalization_branch_trial_0c1d34f77e08,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742828040117,0.7116948808686138,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999994,0.09723366477172724
generalization_branch_trial_0c9e44419c5a,branch_trial,40,1.0,0.8,0.05,0.05,0.1,0.7389056098930651,FAILED,NO_SCF_CONVERGENCE,False,0.9999923130598802,0.10328203409931082
generalization_branch_trial_0cc5003c3d28,branch_trial,96,1.5,0.8,0.025,0.025,0.012115276586285901,0.133548830710887,SUCCESS,SUCCESS,True,0.9999235502221617,0.009345030221088235
generalization_branch_trial_0d1406352fc8,branch_trial,24,3.0,0.8,0.1,0.1,0.0014677992676220735,0.016179810218374686,SUCCESS,SUCCESS,True,0.999999908361659,0.00012168070312920948
generalization_branch_trial_0d7b25c56871,branch_trial,40,1.0,0.8,0.05,0.05,0.1,0.7389056098930651,FAILED,NO_SCF_CONVERGENCE,False,0.9999923132432589,0.10328203409948156
generalization_branch_trial_0de7493dd4ce,branch_trial,24,2.0,1.0,0.05,0.05,0.1,0.33201169227365485,SUCCESS,SUCCESS,True,0.9982850202610882,0.08205037373651577
generalization_branch_trial_0e53b266e689,branch_trial,24,1.0,0.8,0.1,0.1,0.1,1.1023176380641606,FAILED,COMPLEX_DENSITY: unprojected density imaginary part 1.992730e-02 exceeds tolerance 1.000000e-10,False,0.0,0.6086040059686576
generalization_branch_trial_0ef43f1fdaf8,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742699511528,0.7116948713715642,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999993,0.09723372949352711
generalization_branch_trial_0f60fcedc157,branch_trial,24,1.0,0.8,0.1,0.1,0.00035938136638046403,0.003961524189527838,SUCCESS,SUCCESS,True,0.9999997177246511,0.000841178285008078
generalization_branch_trial_0f770066572d,branch_trial,40,1.0,0.8,0.05,0.05,0.09654356142018276,0.7133657913242873,FAILED,NO_SCF_CONVERGENCE,False,0.9999999802197094,0.09760257651859008
generalization_branch_trial_105fbadaa335,branch_trial,40,1.0,0.8,0.05,0.05,0.09637383909157256,0.7121117035169453,FAILED,NO_SCF_CONVERGENCE,False,0.9999999987659263,0.0973256898405577
generalization_branch_trial_106a2b2ac00c,branch_trial,40,1.0,0.8,0.05,0.05,0.09654356193255226,0.7133657951102143,FAILED,NO_SCF_CONVERGENCE,False,0.9999999802197155,0.09760258780665575
generalization_branch_trial_108caa0bd9c7,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742661100202,0.7116948685333299,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999988,0.0972337412199858
generalization_branch_trial_1109a7bb61d9,branch_trial,40,1.0,0.8,0.05,0.05,0.09632095314917727,0.7117209263217418,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999951817,0.09723945007625553
generalization_branch_trial_11258e8d5437,branch_trial,24,2.0,1.0,0.1,0.1,0.00035938136638046403,0.003961524189527838,SUCCESS,SUCCESS,True,0.9999999812403271,2.9475990347349072e-05
generalization_branch_trial_1186978c4164,branch_trial,24,3.0,0.8,0.05,0.05,0.010161187012357312,0.03373632895481834,SUCCESS,SUCCESS,True,0.9999998759145451,0.0008664760409899941
generalization_branch_trial_118c57e0a8f3,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742704854614,0.7116948717663678,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999994,0.09723373439374182
generalization_branch_trial_11963fea20af,branch_trial,40,2.0,1.2,0.05,0.05,1.2915496650148854e-06,9.543332929350077e-06,SUCCESS,SUCCESS,True,0.9999999999998681,2.4667048405198386e-09
generalization_branch_trial_11abd85cf2d8,branch_trial,20,2.0,1.2,0.1,0.1,0.1,0.7389056098930651,SUCCESS,SUCCESS,True,0.9976257152506758,0.09500731430798431
generalization_branch_trial_11ea596b1869,branch_trial,24,1.0,0.8,0.1,0.1,0.1,1.1023176380641606,SUCCESS,SUCCESS,True,0.9985060873296023,0.16443604758995137
generalization_branch_trial_12167c06b8d1,branch_trial,24,3.0,0.8,0.05,0.05,0.05370584649044065,0.17830968978280326,FAILED,NO_SCF_CONVERGENCE,False,0.9999743108493144,0.022094037768787236
generalization_branch_trial_123775bcca43,branch_trial,40,1.0,0.8,0.1,0.1,0.005994842503189421,0.32730731041420597,SUCCESS,SUCCESS,True,0.9999749665764668,0.03346774624631356
generalization_branch_trial_125f4eb8f9f4,branch_trial,24,3.0,0.8,0.05,0.05,0.1,0.33201169227365485,FAILED,NO_SCF_CONVERGENCE,False,0.997977671390605,0.06393216937466427
generalization_branch_trial_126c94a7d5fa,branch_trial,20,2.5,0.8,0.1,0.1,1.6681005372000556e-11,1.2325688448027565e-10,SUCCESS,SUCCESS,True,0.9999999999999996,1.3736894872445269e-14
generalization_branch_trial_129a0c818a59,branch_trial,24,2.0,0.6,0.1,0.1,0.005994842503189421,0.06608220628682401,SUCCESS,SUCCESS,True,0.9999952272795068,0.0011508804487036894
generalization_branch_trial_12fcc9fc11f4,branch_trial,40,1.0,0.8,0.05,0.05,0.09631786491033698,0.7116981071517039,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999246,0.09723437480015282
generalization_branch_trial_13460f86556b,branch_trial,96,1.5,0.8,0.025,0.025,0.0007262917501736235,0.00800604206596874,SUCCESS,SUCCESS,True,0.9999999802823948,3.603499304999969e-05
generalization_branch_trial_135ab552e208,branch_trial,24,3.0,0.8,0.05,0.05,0.039536673119671864,0.13126637749332576,FAILED,NO_SCF_CONVERGENCE,False,0.9999831859671046,0.01248240042819283
generalization_branch_trial_136ec59bd66b,branch_trial,24,1.0,0.8,0.1,0.1,0.0007262917501736235,0.00800604206596874,SUCCESS,SUCCESS,True,0.9999996669075238,0.001701126838503164
generalization_branch_trial_13ba9447447b,branch_trial,20,2.0,0.6,0.1,0.1,0.02448436746822229,0.18091636476952713,SUCCESS,SUCCESS,True,0.9999617345012207,0.007870429926927948
generalization_branch_trial_13c0c3be14dd,branch_trial,40,1.0,0.8,0.05,0.05,0.09632448519697913,0.7117470248210938,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999807282,0.09724521990676069
generalization_branch_trial_13c793f6759d,branch_trial,24,2.0,1.0,0.1,0.1,0.1,1.1023176380641606,SUCCESS,SUCCESS,True,0.9864436036976507,0.15688195664430832
generalization_branch_trial_13c8f0dafb00,branch_trial,24,2.0,0.6,0.1,0.1,0.005994842503189421,0.06608220628682401,SUCCESS,SUCCESS,True,0.9999980629694506,0.0011508804609854668
generalization_branch_trial_13d8fb04af02,branch_trial,24,3.0,0.8,0.05,0.05,0.0029663488391777374,0.009848624979693922,SUCCESS,SUCCESS,True,0.9999999188205416,7.392118221828191e-05
generalization_branch_trial_1495f0524f9d,branch_trial,20,2.0,0.4,0.1,0.1,0.0029663488391777374,0.021918517981682116,SUCCESS,SUCCESS,True,0.9999999001539127,9.87560730431415e-05
generalization_branch_trial_14cc6bbaf023,branch_trial,40,1.0,0.8,0.05,0.05,0.1,0.7389056098930651,FAILED,NO_SCF_CONVERGENCE,False,0.9989410530204095,0.10401073435418086
generalization_branch_trial_14fd3a32796b,branch_trial,40,1.0,0.8,0.05,0.05,0.09631748170792055,0.7116952756475518,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999991,0.0972337834261331
generalization_branch_trial_14ffd7622681,branch_trial,20,1.5,0.8,0.1,0.1,4.641588833612792e-09,3.4296960279735006e-08,SUCCESS,SUCCESS,True,0.9999999999999997,2.4052538293853565e-09
generalization_branch_trial_14ffda041513,branch_trial,40,2.0,1.0,0.1,0.1,0.0007262917501736235,0.03965418594381441,SUCCESS,SUCCESS,True,0.9999981134552386,0.0008779541459222837
generalization_branch_trial_16299de7af92,branch_trial,24,3.0,0.8,0.1,0.1,1.2915496650148854e-06,1.4236979761817662e-05,SUCCESS,SUCCESS,True,0.9999999999999146,1.2358086911165391e-11
generalization_branch_trial_1640cfb3ada4,branch_trial,24,1.5,0.8,0.05,0.05,0.0014677992676220735,0.004873265187612358,SUCCESS,SUCCESS,True,0.9999999352359228,0.00025349115057410787
generalization_branch_trial_16532b3bd516,branch_trial,24,2.0,1.0,0.05,0.05,0.0007262917501736235,0.002411373530595393,SUCCESS,SUCCESS,True,0.999999983508542,3.4021160088766535e-05
generalization_branch_trial_168f52f0aec5,branch_trial,24,1.0,0.8,0.1,0.1,4.354004653656653e-05,0.0004799496125939165,SUCCESS,SUCCESS,True,0.9999999988036755,0.00010185078292634814
generalization_branch_trial_16dc36566353,branch_trial,24,1.5,0.8,0.1,0.1,2.782559402207126e-10,3.0672643080141817e-09,SUCCESS,SUCCESS,True,0.9999999999999996,6.788563778235538e-11
generalization_branch_trial_16e10add08c0,branch_trial,40,1.0,0.8,0.05,0.05,0.09661865552290691,0.7139206658620149,FAILED,NO_SCF_CONVERGENCE,False,0.9999999132337515,0.09772517401178715
generalization_branch_trial_16f2207c6c57,branch_trial,24,1.5,0.8,0.05,0.05,2.1544346900318867e-05,7.152975073305536e-05,SUCCESS,SUCCESS,True,0.9999999999517011,3.7712018208362564e-06
generalization_branch_trial_17371591cd44,branch_trial,20,1.0,0.8,0.1,0.1,0.012115276586285901,0.08952045835012755,SUCCESS,SUCCESS,True,0.9999856360972708,0.011925320428317378
generalization_branch_trial_176335299fa9,branch_trial,40,1.0,0.8,0.05,0.05,0.09631744028930578,0.7116949696030836,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999996,0.09723370942211663
generalization_branch_trial_1798562b68f9,branch_trial,40,1.0,0.8,0.05,0.05,0.09813566059879482,0.7251299014701131,FAILED,NO_SCF_CONVERGENCE,False,0.9999987044886992,0.10020954393126302
generalization_branch_trial_17ce5975a2db,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742688025996,0.7116948705228918,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999992,0.09723369926960343
generalization_branch_trial_180d88060a88,branch_trial,40,1.0,0.8,0.05,0.05,0.09634566432853456,0.7119035186122835,FAILED,NO_SCF_CONVERGENCE,False,0.9999999996915865,0.09727972843856027
generalization_branch_trial_1871c2bd04b7,branch_trial,40,1.0,0.8,0.05,0.05,0.1,0.7389056098930651,FAILED,NO_SCF_CONVERGENCE,False,0.9999923132530188,0.10328203409936385
generalization_branch_trial_18730efd26fa,branch_trial,40,1.0,0.8,0.05,0.05,0.0965435615277171,0.7133657921188646,FAILED,NO_SCF_CONVERGENCE,False,0.9999999802197111,0.09760258902914239
generalization_branch_trial_189d4d496af1,branch_trial,80,1.5,0.8,0.025,0.025,0.005994842503189421,0.04429622756032048,SUCCESS,SUCCESS,True,0.9999985509954887,0.0009862640763684293
generalization_branch_trial_19d645ecb2e4,branch_trial,48,1.5,0.8,0.05,0.05,7.742636826811277e-08,8.534845139319194e-07,SUCCESS,SUCCESS,True,0.9999999999999993,8.962929461808968e-09
generalization_branch_trial_19ec2271b5f4,branch_trial,40,1.0,0.8,0.05,0.05,0.09633154435425952,0.7117991853302498,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999229078,0.09725670058592102
generalization_branch_trial_1a4c91e2b7d3,branch_trial,24,1.0,0.8,0.05,0.05,0.0029663488391777374,0.009848624979693922,SUCCESS,SUCCESS,True,0.9999996323254146,0.0018997134120046638
generalization_branch_trial_1a8e95ad4408,branch_trial,24,3.0,0.8,0.05,0.05,0.07281125348399549,0.24174187485787388,FAILED,NO_SCF_CONVERGENCE,False,0.9998638364119381,0.03792173317314305
generalization_branch_trial_1a962d0e4681,branch_trial,40,1.0,0.8,0.05,0.05,0.0938100460082637,0.6931676925983258,SUCCESS,SUCCESS,True,0.9999870100075089,0.09316736101192323
generalization_branch_trial_1b2412dfdf79,branch_trial,20,1.0,0.8,0.1,0.1,0.0029663488391777374,0.021918517981682116,SUCCESS,SUCCESS,True,0.9999991530630786,0.002921634252150306
generalization_branch_trial_1b4d5999a317,branch_trial,24,3.0,0.8,0.05,0.05,0.1,0.33201169227365485,FAILED,NO_SCF_CONVERGENCE,False,0.9984834694821929,0.06393171709738053
generalization_branch_trial_1ba49d38a254,branch_trial,40,2.0,1.2,0.05,0.05,0.0007262917501736235,0.0053666104862234295,SUCCESS,SUCCESS,True,0.9999999876146928,1.3697125435275845e-05
generalization_branch_trial_1baba6316f3a,branch_trial,40,1.0,0.8,0.05,0.05,0.09633081279703394,0.7117937798128704,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999228782,0.09725555092489835
generalization_branch_trial_1c5cd535b9ae,branch_trial,40,1.0,0.8,0.05,0.05,0.0963174264502361,0.7116948673454214,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999993,0.09723371568950939
generalization_branch_trial_1c7e13761587,branch_trial,24,1.0,0.8,0.1,0.1,0.1,1.1023176380641606,FAILED,COMPLEX_DENSITY: unprojected density imaginary part 1.146283e-10 exceeds tolerance 1.000000e-10,False,0.0,1.0
generalization_branch_trial_1cd5b4cea013,branch_trial,40,1.0,0.8,0.05,0.05,0.09631918838302976,0.7117078863656763,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999987955,0.09723656742599977
generalization_branch_trial_1da8e7a85be7,branch_trial,20,3.0,0.8,0.1,0.1,2.1544346900318867e-05,0.00015919238786127877,SUCCESS,SUCCESS,True,0.9999999999784572,5.595958606278479e-09
generalization_branch_trial_1e3cc9cde8d6,branch_trial,40,1.0,0.8,0.05,0.05,0.09631753728279081,0.7116956862933858,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999959,0.09723387376047517
generalization_branch_trial_1e732773b2e7,branch_trial,40,1.0,0.8,0.05,0.05,0.09677022504030837,0.7150406215289821,FAILED,NO_SCF_CONVERGENCE,False,0.9999999206869598,0.09797269811376445
generalization_branch_trial_1e77d46b5530,branch_trial,40,1.0,0.8,0.05,0.05,0.09631785026436093,0.7116979989317653,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999247,0.09723437402929236
generalization_branch_trial_1eff50bb4895,branch_trial,40,1.0,0.8,0.05,0.05,0.096317864048812,0.7116981007858475,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999243,0.09723443204624785
generalization_branch_trial_1f8e7adf3806,branch_trial,24,2.0,1.0,0.1,0.1,1.2915496650148854e-06,1.4236979761817662e-05,SUCCESS,SUCCESS,True,0.9999999999997543,1.3331046849430204e-07
generalization_branch_trial_1f9f46d6f6ec,branch_trial,24,3.0,0.8,0.05,0.05,0.1,0.33201169227365485,FAILED,NO_SCF_CONVERGENCE,False,0.9989463504738477,0.06393116310813775
generalization_branch_trial_1fc70a00e19b,branch_trial,40,1.0,0.8,0.05,0.05,0.09722515685231166,0.7184021382090626,FAILED,NO_SCF_CONVERGENCE,False,0.9999996812074976,0.09871659652029253
generalization_branch_trial_1fdbbf92398c,branch_trial,40,1.0,0.8,0.05,0.05,0.09654349330553998,0.7133652880213706,FAILED,NO_SCF_CONVERGENCE,False,0.999999980218946,0.0976024697099846
generalization_branch_trial_1feca59bd6a7,branch_trial,40,1.0,0.8,0.05,0.05,0.09720580429794291,0.7182591410991743,FAILED,NO_SCF_CONVERGENCE,False,0.9999996768361291,0.09868492475133508
generalization_branch_trial_2002847c9c8a,branch_trial,40,1.0,0.8,0.05,0.05,0.09631911862302832,0.7117073709051122,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999987952,0.09723644972966705
generalization_branch_trial_202567d9b616,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742994980039,0.7116948932038982,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999997,0.09723371832272709
generalization_branch_trial_2077f90de5e9,branch_trial,40,1.0,0.8,0.05,0.05,0.09631743334239799,0.7116949182719923,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999992,0.09723367642214621
generalization_branch_trial_208749d08a4a,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742461843988,0.7116948538101764,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999993,0.09723369362535947
generalization_branch_trial_20d426e91301,branch_trial,40,1.0,0.8,0.05,0.05,0.09634537345395557,0.7119013693237015,FAILED,NO_SCF_CONVERGENCE,False,0.9999999996915384,0.09727923282539594
generalization_branch_trial_213328a04f70,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742647632047,0.7116948675381602,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999997,0.09723367640873164
generalization_branch_trial_2158968f2759,branch_trial,24,3.0,0.8,0.05,0.05,0.06958451110299624,0.23102871287340704,FAILED,NO_SCF_CONVERGENCE,False,0.999855533452618,0.03506564162293446
generalization_branch_trial_221ef57423f4,branch_trial,48,2.0,1.0,0.05,0.05,0.0014677992676220735,0.016179810218374686,SUCCESS,SUCCESS,True,0.9999998385644766,0.00032682328295555966
generalization_branch_trial_223a4c1c3b99,branch_trial,40,1.0,0.8,0.1,0.1,1.6681005372000556e-11,9.107520340041714e-10,SUCCESS,SUCCESS,True,0.9999999999999997,4.490219902776814e-06
generalization_branch_trial_22c05e854552,branch_trial,40,1.0,0.8,0.05,0.05,0.09637391059234972,0.7121122318401989,FAILED,NO_SCF_CONVERGENCE,False,0.9999999987659742,0.0973258061331072
generalization_branch_trial_22d7a19e30d6,branch_trial,40,1.0,0.8,0.05,0.05,2.782559402207126e-10,2.056048752151539e-09,SUCCESS,SUCCESS,True,0.9999999999999992,1.2471982105399733e-06
generalization_branch_trial_22ec1a42f43d,branch_trial,48,2.0,1.0,0.05,0.05,0.1,1.1023176380641606,SUCCESS,SUCCESS,True,0.9813526986784903,0.2175312567768584
generalization_branch_trial_232830607c13,branch_trial,40,2.0,1.2,0.05,0.05,0.0029663488391777374,0.021918517981682116,SUCCESS,SUCCESS,True,0.9999997573337517,0.0002565455641444005
generalization_branch_trial_232b83adbb1a,branch_trial,40,1.5,0.8,0.05,0.05,0.012115276586285901,0.08952045835012755,SUCCESS,SUCCESS,True,0.9999938440178188,0.0012080927673011651
generalization_branch_trial_235491975b26,branch_trial,40,1.0,0.8,0.05,0.05,0.09631747987020875,0.7116952620685961,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999993,0.09723380068836628
generalization_branch_trial_2366ab6fdbeb,branch_trial,24,3.0,0.8,0.05,0.05,0.024316717417522078,0.08073434500331762,SUCCESS,SUCCESS,True,0.9999982786826785,0.004879341497228164
generalization_branch_trial_23af4e7aa0d7,branch_trial,40,1.0,0.8,0.05,0.05,0.09631748164733839,0.7116952751999067,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999994,0.09723381570794522
generalization_branch_trial_23afd48d0e7c,branch_trial,48,1.5,0.8,0.05,0.05,0.1,1.1023176380641606,SUCCESS,SUCCESS,True,0.9933953988686306,0.1484987485744872
generalization_branch_trial_23cf8fb945a1,branch_trial,24,2.0,0.6,0.1,0.1,0.02448436746822229,0.26989550117065764,SUCCESS,SUCCESS,True,0.9997301941928383,0.017157230450767422
generalization_branch_trial_23ee590db145,branch_trial,80,1.5,0.8,0.025,0.025,0.00035938136638046403,0.002655489077095598,SUCCESS,SUCCESS,True,0.9999999856138141,2.9566751407041156e-06
generalization_branch_trial_23fa62b6418e,branch_trial,20,1.5,0.8,0.1,0.1,1.2915496650148854e-06,9.543332929350077e-06,SUCCESS,SUCCESS,True,0.9999999999958636,6.693767918725628e-07
generalization_branch_trial_23fac6979bc8,branch_trial,20,1.5,0.8,0.1,0.1,4.354004653656653e-05,0.00032171984640874126,SUCCESS,SUCCESS,True,0.9999999986464396,2.2550709424548802e-05
generalization_branch_trial_240b608f8ba9,branch_trial,40,1.0,0.8,0.05,0.05,0.09631742558776908,0.7116948609726043,FAILED,NO_SCF_CONVERGENCE,False,0.9999999999999994,0.09723365469952786
